SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,ChargesRatio,IsNewCustomer,MonthToMonth_NewCustomer,gender_Male,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,1,0,-0.22327464034736777,1,1,0.695859944517578,-0.034767271993591815,-0.4182991266300023,0,0,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
0,0,0,1.0386031396490458,1,1,-1.3150620447055927,-0.3619938392131716,-0.4950828056640447,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,1,1,1.6084834273893616,1,1,1.326347036848275,2.3840765940825652,-0.5079000893184513,0,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
0,0,0,-0.1825689055087738,0,1,-0.9682941439237093,-0.587070430101919,-0.4236717264120421,0,0,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True
0,1,1,0.30589991255435406,1,1,0.667653943018573,0.463499075181995,-0.46589392769814597,0,0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False
0,0,0,-1.2816237461508113,1,0,-1.4743429943470319,-0.9999265844390328,3.009775153056204,1,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.1188008067964355,1,1,0.5000771105833088,-0.8279214696551572,0.13532129423160966,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,-1.2816237461508113,1,1,0.14169497389007057,-0.978557581658485,3.009775153056204,1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,-0.8338606629262776,1,1,1.3396204493183947,-0.4491811257120391,-0.2619127710799805,1,1,False,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.1188008067964355,1,1,1.034331962505636,-0.809975017627962,0.19956275582899594,1,1,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False
0,1,0,1.5677776925507676,1,1,0.7024966507526377,1.64394999367006,-0.505492283871804,0,0,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0,0,0,-1.2002122764736234,1,1,0.39886734049864436,-0.9087024432054416,0.6451580688077382,1,1,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,-0.10115743583158582,1,0,-1.5025489958460367,-0.7211422740361364,-0.44943372439083445,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,-0.30468611002455576,1,1,-1.4842980536996218,-0.7860610412103057,-0.41444901111299803,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False
0,1,1,0.7943687306174818,1,0,-1.3399496930870676,-0.42487223959207304,-0.4905040627783461,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,0,0,0.5501343215859179,1,1,1.495583045842304,1.1300847132532315,-0.47580856732781396,0,0,False,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,-0.9559778674420595,1,1,0.18483356441796028,-0.7465700709793139,-0.13579385286018028,1,1,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,-0.5489205190561197,1,1,0.7273842991341125,-0.32248092955427354,-0.3583019417801073,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0,0,0,-0.8338606629262776,1,1,-0.5153389433808665,-0.7405367283051346,-0.26826394309602747,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
1,1,0,0.5094285867473239,1,1,1.1206091435614158,0.9769475064686075,-0.47850710292245013,0,0,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,1,1,0.14307697319997809,1,1,1.313073624378155,0.6079921473716129,-0.4551484130131484,0,0,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False
0,0,0,0.22448844287716607,1,1,1.0011484313303363,0.6107345758598762,-0.4644009428313843,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
0,1,1,-1.2816237461508113,1,0,-1.5174815848749215,-1.0004970095645918,3.009775153056204,1,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,-0.9152721326034655,1,1,1.113972437326356,-0.5535689236892943,-0.21779809110212028,1,1,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
0,1,1,-0.7931549280876836,1,0,-0.6679831867872458,-0.7635511881786404,-0.2705843524887242,0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
0,0,0,-0.5896262538947137,1,1,0.5664441729339085,-0.3834505997053438,-0.35113702450046097,0,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,1,0,0.18378270803857208,0,0,-0.6480730680820658,-0.30988769793616844,-0.45465164972518013,0,0,False,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False
0,0,1,-1.1188008067964355,1,0,-1.4793205240233267,-0.9553895457896364,0.03855250214588711,1,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0,0,0,-0.8745663977648716,1,0,0.33250027814804467,-0.6510896807319381,-0.22853219886287598,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,1,1.2828375486806096,1,1,1.135541732590301,1.698930200002763,-0.49898241584439834,0,0,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False
0,0,0,-1.2816237461508113,1,0,-0.3112602266527725,-0.984547045476852,3.009775153056204,1,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
1,1,0,0.18378270803857208,1,1,0.9148712502745568,0.5151664279008761,-0.46130922022046605,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,1,0.631545791263106,1,1,1.3379612727596297,1.183924069334817,-0.48117368525424825,0,0,False,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False
1,1,0,-0.5082147842175256,1,1,0.9828974891839214,-0.17537706544382886,-0.37878593325829285,0,0,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.2639803751859618,1,1,0.15165003324266044,-0.21908040583279326,-0.4185912297872499,0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
0,0,0,-0.10115743583158582,1,0,-1.5108448786398618,-0.7550825690068833,-0.4366890648440834,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,1.4863662228735797,1,1,0.06537285218688103,0.9998083903467704,-0.5041634603754527,0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True
0,1,1,1.2421318138420157,1,1,0.8120023036311275,1.4472630224918142,-0.4993232571300849,0,0,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,1,0,-1.1188008067964355,1,0,-1.5125040551986266,-0.9536124521292417,-0.008850193225191372,1,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,0.26519417771576004,1,1,-1.4760021709057967,-0.6622787889640525,-0.4639655394787439,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,0,1,-1.1595065416350294,1,1,1.2201597370873154,-0.8489613810171134,0.4385593793463699,1,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,1,0,1.1200146093262338,1,0,1.2019087949409006,1.6533839476696857,-0.49682675730118103,0,0,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,False
0,1,1,-0.5489205190561197,1,0,1.273253386967795,-0.12577201894812187,-0.37325225701221965,0,0,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False
0,1,0,-0.8745663977648716,1,1,1.2301147964399053,-0.5063552748353529,-0.2386992210623924,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
1,0,0,-0.06045170099299184,1,1,1.1620885575305409,0.3893438088593547,-0.4444266038164573,0,0,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.10115743583158582,1,1,0.642766294637098,0.061108027956093984,-0.43300172919310975,0,0,True,False,False,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.8350744654560759,1,0,-1.3382905165283026,-0.44771118404233,-0.4876879841696552,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,0,0,-1.1188008067964355,1,1,0.8103431270723621,-0.8063330725955483,0.13383974004347854,1,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False
1,0,0,0.7536629957788878,1,1,0.4868036981131887,0.7351311320875006,-0.48486048920206976,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0,1,0,1.5677776925507676,1,0,0.8086839505135972,1.7943447719664205,-0.5064306617458887,0,0,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,1.1607203441648277,1,1,-1.3250171040581826,-0.3514629138182404,-0.49677698074897986,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
1,0,0,-0.9966836022806536,1,1,0.31756768911915967,-0.7427745499515576,-0.11827339926960502,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,-0.9152721326034655,1,1,-0.3311703453579522,-0.7593168785927619,-0.21180172944507297,1,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0,1,0,-0.8338606629262776,0,1,-0.5004063543519814,-0.7381233912354629,-0.2682304770972815,1,1,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False
0,1,0,1.3642490183577978,1,0,-0.03583691789778363,0.8623359350871068,-0.5028853576043405,0,0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False
0,0,0,-0.3453918448631497,1,0,-0.14866092389380306,-0.3767371347660752,-0.4066546727857144,0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,1,1,-1.1595065416350294,1,0,-0.2797358720362375,-0.9057625598660234,0.30072858622327836,1,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,0,-1.1595065416350294,1,1,0.7970697146022425,-0.8530640540355553,0.33674225227621435,1,1,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,1,0.1023712383613841,1,0,-0.30960105009400735,-0.1241265618551639,-0.45794913086483846,0,0,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
1,0,0,0.5094285867473239,1,1,0.689223238282518,0.6488653015606894,-0.475386592670402,0,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False
0,0,0,1.3235432835192036,1,1,1.495583045842304,2.123436190558019,-0.5013270639880929,0,0,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False
0,1,1,-0.7524491932490895,1,1,0.5299422886410788,-0.503086300077343,-0.3060219519997019,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,1.1607203441648277,0,1,-0.4722003528529765,0.346386409019198,-0.49774200095551,0,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False
0,1,1,1.4456604880349857,1,0,0.5116913464946635,1.34963256830964,-0.502969786785987,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False
0,1,1,-0.38609757970174374,1,1,-0.2382564580671127,-0.4460218480935598,-0.39574383619846437,0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True
0,0,0,0.9164859351332638,1,1,0.5515115839050234,0.9697952529712167,-0.49178798656481293,0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,1,1.4863662228735797,1,0,-1.3432680462045974,-0.2549952493150897,-0.5055316808064143,0,0,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,0,-1.0373893371192475,1,0,0.5415565245524336,-0.754380507313888,-0.056808074535060024,1,1,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False
0,1,1,1.6084834273893616,1,0,0.4685527559667738,1.5056438401499639,-0.5070860577897108,0,0,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,1,1,1.1607203441648277,1,1,-0.5053838840282764,0.29050668614234454,-0.496428996022923,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1,1,0,1.2828375486806096,1,0,0.5100321699358986,1.192787598208884,-0.49920785854511995,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
1,1,0,-0.019745966154397852,1,1,0.9380997220972668,0.2771675139754317,-0.44288323676289737,0,0,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-1.2816237461508113,1,1,0.4851445215544238,-0.9740161200819208,3.009775153056204,1,1,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,-1.2002122764736234,1,1,0.5763992322864984,-0.9148454830191515,0.8125949286891901,1,1,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0,0,1,-1.2002122764736234,1,0,-1.4842980536996218,-0.9867190488395567,0.867325071944705,1,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,0,1.6084834273893616,1,1,0.6460846477546283,1.6661307552831337,-0.5069077693682741,0,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False
0,0,1,-0.2639803751859618,0,1,-1.1657361544167435,-0.6638145489174799,-0.42116112378154325,0,0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
0,0,0,0.26519417771576004,1,1,1.1786803231181906,0.6592207115323717,-0.46205301586307723,0,0,True,False,False,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False
0,0,0,-1.2816237461508113,1,0,-1.5058673489635668,-1.0003434335692487,3.009775153056204,1,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-1.2816237461508113,1,1,-1.5075265255223318,-1.000365372997155,3.009775153056204,1,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,1,0.9571916699718578,1,0,0.7954105380434776,1.1709798068702142,-0.4924638241082165,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False
1,1,0,0.428017117070136,1,1,1.4142833944628193,0.9805016937893966,-0.4716852442338518,0,0,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False
0,0,1,-1.2816237461508113,1,0,-1.3117436915880627,-0.9977765205042344,3.009775153056204,1,1,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,0,0,-0.1418631706701798,1,0,0.1981069768880804,-0.1468777485937965,-0.42758219973964395,0,0,True,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,False,False
0,0,0,-1.2409180113122174,1,1,0.5664441729339085,-0.9278994426232848,1.0273477759059009,1,1,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,0,0,1.4456604880349857,1,0,0.4868036981131887,1.3875000208755799,-0.5043018358056437,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
0,1,1,1.4049547531963917,1,1,0.8169798333074222,1.7875216098876217,-0.5061691535787808,0,0,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0,1,1,-0.5489205190561197,1,1,-1.3283354571757127,-0.8037003412468154,-0.36642268331539385,0,0,False,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False
0,1,1,1.3642490183577978,0,1,-0.2714399892424126,0.618281739059577,-0.50170499512228,0,0,True,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,1,0,-1.1595065416350294,0,1,-1.1906238027982183,-0.9520547527479083,0.24305828227426435,1,1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,1,-0.9559778674420595,1,0,-1.4992306427285067,-0.9164909401121094,-0.22193282108707557,1,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
1,1,0,0.8350744654560759,1,1,1.2915043291142099,1.3980528856984173,-0.4887651004236227,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False
0,0,0,-0.38609757970174374,1,1,-1.5075265255223318,-0.8026033698515102,-0.40838634658433237,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,0,0.7129572609402939,1,0,1.4474669256381192,1.4529892131753082,-0.4872843582209695,0,0,False,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True,False
0,0,0,-1.2409180113122174,1,0,0.33250027814804467,-0.9423355861855031,1.2050122095016704,1,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1.0793088744876398,1,0,-1.4793205240233267,-0.4529766467397956,-0.49900026227043504,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,1,1,1.2421318138420157,1,0,0.6162194696968583,1.3758940635132497,-0.5014899986097175,0,0,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False
0,1,0,-0.30468611002455576,1,1,0.2030845065643751,-0.20256001661949494,-0.4184042977171249,0,0,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True
0,0,0,-0.7524491932490895,1,1,0.5150096996121938,-0.5385404155736113,-0.2886564161657679,0,0,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0,1,0,1.3235432835192036,1,0,0.07035038186317573,0.8820594807746965,-0.5007943206863684,0,0,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True,False,False
1,1,0,1.4863662228735797,0,0,-0.2780766954774726,0.7254558443809077,-0.5052576323064527,0,0,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,True,True,False,False
0,1,1,-0.4675090493789317,1,1,0.3026351000902746,-0.32191050442871477,-0.3876197101080849,0,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
0,1,1,0.428017117070136,1,1,0.873391836305432,0.7522877647100761,-0.475205764936211,0,0,True,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False
1,1,0,1.5677776925507676,1,1,0.8982794846869069,1.8805886630653257,-0.5064563078316838,0,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False
0,0,1,-0.5489205190561197,0,1,-1.3134028681468275,-0.7605235471275977,-0.3965885634196823,0,0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,0,0,0.30589991255435406,1,0,-1.5025489958460367,-0.6446175494996367,-0.47187684653564527,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False
0,0,0,-0.9559778674420595,1,1,0.6095827634617982,-0.6564429011410281,-0.1864868678777611,1,1,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,0,0,1.0386031396490458,1,1,1.27159421040903,1.6315542169031096,-0.49509080726429155,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False
0,0,0,-1.2816237461508113,1,0,-1.4942531130522119,-1.000189857573906,3.009775153056204,1,1,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0,1,1,0.590840056424512,1,1,1.6100662283970886,1.324468044501336,-0.4801984412713067,0,0,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False
0,1,0,1.0386031396490458,1,1,0.642766294637098,1.148338317271112,-0.49513063266197105,0,0,False,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False
0,0,0,0.30589991255435406,1,1,1.2516840917038503,0.793687465168899,-0.4671719895183822,0,0,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True
0,0,0,0.346605647392948,1,1,0.12178485518489039,0.2534948712647428,-0.471248159303427,0,0,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,True,False,False,True,False
0,1,0,1.4049547531963917,1,1,1.1936129121470758,1.9455074302394948,-0.5028373561278232,0,0,True,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,True,False,False
1,0,0,0.06166550352279012,1,1,1.1587702044130104,0.45801421820546834,-0.4497692099685785,0,0,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False
0,0,0,-1.2002122764736234,1,1,-1.5207999379924515,-0.9856440168721574,0.7276364551799388,1,1,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
1,1,0,1.1200146093262338,1,1,1.696343409452868,2.0300839248175357,-0.4965240589299796,0,0,False,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1,0,0,-0.9966836022806536,1,1,0.9015978378044367,-0.6886280418792864,-0.1063370843713172,1,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False
